Heirloom Tomatoes,Current Price,Orignal Price,Weight in lbs,True Weight,Brand,Organic,Local,Address,State,City,Zip Code,Date Collected,Url
Heirloom Tomatoes,2.1,2.5,0.5,0.50 lbs (4.19/lb),,,,NA,NA,NA,NA,2023-07-05,https://www.hy-vee.com/aisles-online/p/37174/
