Bacon,Current Price,Orignal Price,Weight in lbs,True Weight,Brand,Address,State,City,Zip Code,Date Collected,Url
"OOA All Natural Bacon, 1 lb.",14.3,14.3,1.0,1 lb,O'Connell Organic Acres,200 Railroad Street,IA,Decorah,52101,2023-07-10,https://iowa-food-hub.myshopify.com/products/ooa-all-natural-bacon-1-lb?_pos=1&_sid=6e9e11cf5&_ss=r
"HCF Beef Bacon, Hickory Smoked",15.0,15.0,1.0,1 lb,Hart Country Meats,200 Railroad Street,IA,Decorah,52101,2023-07-10,https://iowa-food-hub.myshopify.com/products/hcf-beef-bacon-hickory-smoked?_pos=3&_sid=6e9e11cf5&_ss=r
IFH - Driftless Provisions - Bacon,12.0,12.0,0.75,12 oz,Iowa Food Hub,200 Railroad Street,IA,Decorah,52101,2023-07-10,https://iowa-food-hub.myshopify.com/products/ifh-driftless-provisions-bacon?_pos=2&_sid=6e9e11cf5&_ss=r&variant=39733334966390
"HHHM Bacon, Uncured, 1 lb.",15.0,15.0,1.0,1 lb,Humble Hands Harvest,200 Railroad Street,IA,Decorah,52101,2023-07-10,https://iowa-food-hub.myshopify.com/products/hhh-bacon-1-lb?_pos=5&_sid=6e9e11cf5&_ss=r
WBP Pork Bacon,18.0,18.0,3.0,3 lb,Winneshiek Beef Pork & Poultry,200 Railroad Street,IA,Decorah,52101,2023-07-10,https://iowa-food-hub.myshopify.com/products/wbp-pork-bacon?_pos=4&_sid=6e9e11cf5&_ss=r
